"Origin","Dest","2010","2011","2012","2013","2014","five_year_avg","state_rank","growth_rate","share","lq"
270,30,135978339,282680218,299572635,200227762,169586620,217609114.8,39,4.52,0.24,0.29
252,30,101814185,129629427,139965085,134584094,139014461,129001450.4,24,6.43,0.6,0.73
249,30,420378,325964,377474,214291,95534,286728.2,48,-25.65,0.01,0.01
244,30,33650334,48156603,57853432,47036003,45674324,46474139.2,24,6.3,0.68,0.83
251,30,362231780,483911624,411846083,365568529,345429408,393797484.8,27,-0.95,0.75,0.91
276,30,144655912,166695580,180969521,160400640,179823272,166508985,29,4.45,0.64,0.78
286,30,82339802,116921918,74759203,92762569,105844277,94525553.8,35,5.15,0.68,0.83
112,30,213705067,253007137,187246581,184915652,146162230,197007333.4,47,-7.32,0.44,0.54
263,30,236643275,223222302,90905917,68895286,47005253,133334406.6,30,-27.62,0.5,0.61
239,30,108621385,93340315,115618923,90778186,82333112,98138384.2,28,-5.39,0.54,0.66
282,30,1655537176,2558607047,2593711735,3066032285,3385081675,2651793983.6,16,15.38,1.32,1.6
269,30,3081577,3766281,3863648,3362880,2025926,3220062.4,48,-8.05,0.06,0.07
251,125,8666374,22296707,11674315,3704715,1875517,9643525.6,146,-26.37,0,0.86
287,125,880017,517535,872878,3318886,1309803,1379823.8,115,8.28,0,0.34
286,125,743663,1411477,3173927,3647881,4974978,2790385.2,106,46.25,0.03,6.76
283,125,1600632,1895516,1374928,1822105,1505757,1639787.6,89,-1.21,0.01,2.93
256,125,733285,767217,891004,1914673,1690448,1199325.4,138,18.18,0,0.58
247,125,39822,14545,0,48074,64248,33337.8,123,10.04,0.01,1.46
289,125,184595,140935,106397,129173,366809,185581.8,159,14.72,0,0.5
252,125,5994,26904,56116,347615,92788,105883.4,166,72.96,0,0.08
267,125,90175,95035,90324,330383,677770,256737.4,87,49.69,0.02,3.94
243,125,21420662,11947349,10412803,19228333,9464128,14494655,130,-15.07,0.01,1.29
239,125,22973,95536,593110,1073287,991048,555190.8,123,112.31,0.01,1.38
255,125,117922,13651,70514,769458,115306,217370.2,161,-0.45,0,0.12
260,125,132883,132252,263276,187698,142422,171706.2,175,1.4,0,0.1
275,125,835258,753120,201686,256846,607693,530920.6,118,-6.16,0,0.72
257,125,108751,0,2744,172785,30032,62862.4,147,-22.69,0,0.52
279,125,635311,918807,366089,113710,1136418,634067,131,12.33,0,0.93
268,125,1871605,2149771,2046167,1179533,1212400,1691895.2,150,-8.32,0,0.87
281,125,111561,195142,222690,1647502,340155,503410,160,24.98,0,0.3
282,125,2134407,8234358,6496648,9954587,3802609,6124521.8,163,12.24,0,0.31
269,125,108866,0,99052,0,12000,43983.6,134,-35.66,0,0.07
263,125,8630155,1062689,110041,43982,183620,2006097.4,144,-53.7,0,0.41
241,125,913647,508841,602412,1690604,1044789,952058.6,105,2.72,0.01,1.16
259,125,1180626,996121,540782,1094626,691350,900701,133,-10.15,0,0.62
266,125,46465,11043,39530,126119,60050,56641.4,140,5.26,0,0.2
261,125,720109,955410,1538235,991809,1553052,1151723,113,16.62,0.01,2.08
242,125,23499,585356,952247,2348234,939618,969790.8,95,109.11,0.02,3.66
250,125,4193,207551,531311,458932,15612,243519.8,146,30.07,0,0.09
244,125,3243666,2100338,50860,386113,341707,1224536.8,129,-36.24,0.01,1.08
254,125,285077,140534,248598,95979,12843,156606.2,186,-46.21,0,0.03
248,125,1874058,3754738,1586513,1727248,1993024,2187116.2,167,1.24,0,0.77
245,125,60197,1940906,707039,3296629,1894976,1579949.4,95,99.35,0.01,2.86
274,125,467192,19635,34800,0,16151,107555.6,165,-48.98,0,0.08
270,125,47007149,16609934,5946921,11789698,9439851,18158710.6,114,-27.46,0.01,2.8
246,125,1376901,833457,2761844,1567099,270523,1361964.8,108,-27.78,0.01,1.23
276,125,1718957,2165149,2356262,2142485,770388,1830648.2,162,-14.83,0,0.58
112,125,2878529,7562472,3935562,5718107,5390131,5096960.2,131,13.37,0.02,3.47
271,125,1514710,1933986,983638,2408808,3936529,2155534.2,109,21.05,0.02,3.39
258,125,190064,354436,1580816,1488938,803480,883546.8,135,33.42,0.01,1.64
284,125,7673,34291,31730,25018,33447,26431.8,120,34.24,0,0.35
273,125,469665,638638,730743,2637447,654366,1026171.8,154,6.86,0,0.44
253,125,0,35018,3900,0,8270,9437.6,186,NA,0,0.02
253,120,232588,195395,162864,53764,35105,135943.2,170,-31.49,0,0
243,120,23438477,31310013,15609039,15596176,24076551,22006051.2,105,0.54,0.02,0.15
277,120,13968358,14418414,18489950,13691630,12008484,14515367.2,49,-2.98,0.06,0.63
261,120,3371176,2373936,2266720,667854,2195632,2175063.6,104,-8.22,0.01,0.14
266,120,3702884,3968405,3520356,6623988,1528420,3868810.6,75,-16.22,0.02,0.24
278,120,24420,98094,640116,213237,613510,317875.4,80,90.55,0.03,0.32
274,120,1588596,2057523,194363,62690,47201,790074.6,151,-50.5,0,0.01
259,120,2477862,800043,1816339,1677326,1808150,1715944,108,-6.11,0.01,0.08
112,120,12492233,16487877,16633216,14343892,16639786,15319400.8,100,5.9,0.05,0.51
249,120,0,3928,13806,5755,64613,17620.4,57,NA,0,0.05
286,120,695701,327105,479761,502327,2066118,814202.4,134,24.32,0.01,0.13
268,120,8427399,26278523,10853210,6431310,5940909,11586270.2,114,-6.75,0.02,0.2
271,120,2438381,2485344,4646808,1566932,2879106,2803314.2,121,3.38,0.01,0.12
242,120,1757632,1948877,1615361,1058938,30524969,7381155.4,42,76.99,0.56,5.62
290,120,0,0,3149,0,2682,1166.2,103,NA,0,0
252,120,662852,580790,451156,375371,745536,563141,123,2.38,0,0.03
275,120,156527,718683,309090,289146,1867073,668103.8,86,64.18,0.01,0.11
248,120,133134060,173676013,189655337,200341655,220729423,183507297.6,45,10.64,0.41,4.05
279,120,1228645,914304,881607,1008058,1240582,1054639.2,128,0.19,0,0.05
245,120,2580091,7965317,2355526,861005,733996,2899187,112,-22.23,0.01,0.05
283,120,495294,186825,240980,134280,283947,268265.2,136,-10.53,0,0.03
240,120,2980,0,0,0,100804,20756.8,71,102.23,0,0.02
273,120,1678442,1641749,2054147,3916247,2901325,2438382,109,11.57,0.01,0.09
239,120,1075187,5992828,2005316,2917907,1386101,2675467.8,118,5.21,0.01,0.09
251,120,3486151,4123888,3678253,4183389,3266752,3747686.6,131,-1.29,0.01,0.07
247,120,127052,36960,12398,399768,77846,130804.8,116,-9.33,0.01,0.08
269,120,842931,1302620,79141,21320,39187,457039.8,118,-45.87,0,0.01
260,120,4144943,4802014,5859642,2630274,2603897,4008154,103,-8.88,0.01,0.09
256,120,34414174,61000998,40568720,125727174,79705175,68283248.2,64,18.29,0.13,1.3
288,120,3054,0,0,2640,56405,12419.8,107,79.18,0,0.01
285,120,137125,1378214,220051,21624,4173369,1186076.6,28,98,0.29,2.94
282,120,199135426,236433509,279758727,554834600,801460258,414324504,41,32.11,0.31,3.12
284,120,0,2739,20750,8459,19122,10214,130,NA,0,0.01
280,120,0,2609350,326074,3229,14945,590719.6,122,NA,0,0.02
244,120,301661,540292,618007,1175613,538916,634897.8,121,12.31,0.01,0.08
264,120,5206,3500,0,0,23825,6506.2,108,35.55,0,0.02
257,120,90833,154519,3079,76551,117181,88432.6,114,5.23,0.01,0.1
263,120,296666,450822,459409,1522223,394997,624823.4,131,5.89,0,0.04
276,120,6011332,7756754,6058501,7171224,7548904,6909343,100,4.66,0.03,0.27
270,120,36384706,40408129,45847168,47198617,39078081,41783340.2,79,1.44,0.05,0.55
255,120,691430,604939,513516,440791,378022,525739.6,129,-11.38,0,0.02
246,120,4532,17792,9188,7200,28317,13405.8,142,44.26,0,0.01
272,120,0,2704,0,24900,3517,6224.2,145,NA,0,0
267,120,163681,130171,109550,142478,528573,214890.6,91,26.42,0.01,0.15
250,120,9574,147971,70000,48793,24391,60145.8,137,20.57,0,0.01
265,120,165292,210647,88329,78225,24385,113375.6,155,-31.8,0,0
289,120,690734,1929893,1236468,1867184,1856512,1516158.2,118,21.86,0.01,0.12
258,120,2164791,3926675,3159202,4523316,4126941,3580185,97,13.77,0.04,0.4
254,120,470176,5478908,2243692,299073,108928,1720155.4,166,-25.36,0,0.01
287,120,577926,919852,288356,1190050,658301,726897,135,2.64,0,0.01
262,120,130121,416030,459755,147649,174406,265592.2,132,6.03,0,0.02
241,120,265625,320822,254984,14303345,388890,3106733.2,141,7.92,0,0.02
281,120,949529,1523329,970935,1187801,1552296,1236778,119,10.33,0.01,0.07
258,11,142415579,221120306,335296105,210239307,464590674,274732394.2,6,26.68,4.49,2.25
252,11,568023284,595834917,647108304,564192128,618120890,598655904.6,12,1.7,2.66,1.34
251,11,2372992156,3704160139,5350972015,2739287428,2416026209,3316687589.4,5,0.36,5.23,2.63
239,11,241172660,223675384,247165482,301491806,288984902,260498046.8,9,3.68,1.9,0.96
284,11,10316660,10214789,14584747,15261560,13228275,12721206.2,18,5.1,0.65,0.33
256,11,157714893,148517354,187442060,153981524,246469676,178825101.4,40,9.34,0.4,0.2
261,11,425590650,470990982,479028747,457056762,466120028,459757433.8,10,1.84,2.95,1.48
283,11,220503883,513072889,323944531,161562871,184280127,280672860.2,15,-3.53,1.69,0.85
260,11,328291849,700772939,878606801,1092215705,1069920641,813961587,5,26.65,3.54,1.77
271,11,405802293,488218583,464635173,463718315,469984289,458471730.6,14,2.98,1.91,0.96
270,11,1141765378,986699369,653505768,932441360,1016806096,946243594.2,17,-2.29,1.42,0.71
242,11,68827346,132323314,159921648,161466968,90739300,122655715.2,15,5.68,1.67,0.84
273,11,848700074,927078646,973085191,846162177,819590657,882923349,9,-0.7,2.61,1.31
247,11,1629856,2374429,3567363,956293,577632,1821114.6,52,-18.74,0.06,0.03
285,11,344027,16471,65815,61530,76187,112806,48,-26.03,0.01,0
279,11,612759642,758553299,778837489,747608718,874265794,754404988.4,7,7.37,3.36,1.69
253,11,276859246,443670283,513792863,404814592,398880807,407603558.2,6,7.58,3.81,1.91
263,11,290056857,268671182,273918428,244206466,204978498,256366286.2,11,-6.71,2.18,1.09
257,11,38714587,41089207,41428596,36850086,36248193,38866133.8,12,-1.31,2.94,1.48
250,11,32397588,49393537,108295945,78298656,101446140,73966373.2,10,25.64,2.72,1.37
276,11,610487417,841287112,833342433,645121544,740366165,734120934.2,10,3.93,2.64,1.32
286,11,313103195,356064555,449996534,264794413,246143429,326020425.2,15,-4.7,1.58,0.79
277,11,428945812,184217908,277038440,370076721,233931668,298842109.8,17,-11.42,1.22,0.61
259,11,346083935,352539952,394941092,363252110,351183388,361600095.4,17,0.29,1.48,0.74
240,11,65518730,96101408,107890860,62053279,111163296,88545514.6,6,11.15,2.42,1.21
255,11,282915949,394403229,325695539,326314431,379699590,341805747.6,13,6.06,1.9,0.95
248,11,614651413,746851208,768193703,510150680,619975944,651964589.6,28,0.17,1.14,0.57
245,11,191534999,145864674,147677548,160964606,104299379,150068241.2,26,-11.45,0.74,0.37
280,11,16776840,22486103,30704135,38842592,28995478,27561029.6,7,11.56,3.3,1.66
288,11,46311696,45589771,47774231,38891394,52350555,46183529.4,20,2.48,0.95,0.48
249,11,138922244,124510640,259618105,113675453,499820975,227309483.4,1,29.18,35.2,17.66
281,11,655164620,832108172,914754629,925334996,858560592,837184601.8,8,5.56,3.61,1.81
267,11,61068687,71607281,73912323,71746655,71328172,69932623.6,15,3.15,1.96,0.98
274,11,111865559,168058273,174013369,168053126,133506207,151099306.8,9,3.6,3,1.51
262,11,74652481,66362262,67353598,146116181,119729307,94842765.8,20,9.91,1.24,0.62
268,11,354966845,437304908,447042519,527145214,520421925,457376282.2,19,7.95,1.75,0.88
265,11,183133692,255286156,263144761,236762163,199718564,227609067.2,6,1.75,3.51,1.76
287,11,940103289,1719254679,1698127714,1495214825,1515237512,1473587603.8,16,10.02,1.86,0.94
264,11,12427570,19771800,21273088,15873406,12381472,16345467.2,15,-0.07,1.26,0.63
289,11,583243560,763673696,865946897,675962518,604896663,698744666.8,6,0.73,3.91,1.96
269,11,21130970,29106715,30789874,40398360,28826115,30050406.8,13,6.41,0.81,0.41
243,11,3148714356,3725897042,4062491586,3670701799,3794012437,3680363444,12,3.8,2.44,1.22
266,11,86005238,103839703,159473809,178548108,121513098,129875991.2,9,7.16,1.89,0.95
275,11,253271359,355575392,420854659,360097420,413913444,360742454.8,8,10.32,2.33,1.17
278,11,15178217,13419380,25660565,12607925,10110077,15395232.8,34,-7.81,0.53,0.27
241,11,165650615,250241077,273960371,225662697,247863363,232675624.6,15,8.39,1.3,0.65
112,11,606850278,755664842,885729815,773782632,858360383,776077590,9,7.18,2.61,1.31
244,11,160511275,179282633,171584057,181150201,167355319,171976697,15,0.84,2.5,1.25
246,11,42625035,26391600,17891748,19277463,13458669,23928903,37,-20.59,0.29,0.15
282,11,1695692096,2196228209,2701758237,2474138308,2305875910,2274738552,23,6.34,0.9,0.45
272,11,67971505,83292060,124369659,81869552,83799982,88260551.6,2,4.28,7.33,3.68
290,11,24202275,81710917,136745496,88293965,55132276,77216985.8,5,17.9,5.35,2.69
254,11,253483075,371861681,293240703,201261228,227379239,269445185.2,10,-2.15,2.4,1.2
249,33,646487,498302,227040,59389,214501,329143.8,39,-19.8,0.02,0.05
269,33,6489958,2092581,3907359,4634558,12069476,5838786.4,22,13.21,0.34,1.18
112,33,87265481,56810223,80248019,25467160,227057743,95369725.2,34,21.08,0.69,2.41
241,33,20919548,34055522,30435224,28864032,34274450,29709755.2,43,10.38,0.18,0.63
282,33,84471980,139642520,116483314,133750340,134570423,121783715.4,84,9.76,0.05,0.18
283,33,9339764,11691935,15031749,11650959,10602554,11663392.2,50,2.57,0.1,0.34
271,33,44822290,57524878,29782972,28565709,34871877,39113545.2,56,-4.9,0.14,0.5
277,33,362302288,614875073,825977320,1133391920,1097147990,806738918.2,6,24.81,5.71,19.94
265,33,6539292,4615931,6881279,5151971,5089495,5655593.6,58,-4.89,0.09,0.31
250,33,771203,2237280,1250753,3074869,2045331,1875887.2,56,21.54,0.05,0.19
257,33,1501053,2048743,2218585,8578975,2133439,3296159,56,7.28,0.17,0.6
275,33,36350176,42361945,36214367,36520096,37167919,37722900.6,40,0.45,0.21,0.73
246,33,76659985,53428934,22272117,3032595,4555277,31989781.6,50,-43.14,0.1,0.34
264,33,1809488,1823963,363299,1621062,1059823,1335527,51,-10.15,0.11,0.38
274,33,8901624,8789390,5841073,5762000,5609316,6980680.6,64,-8.82,0.13,0.44
273,33,75193369,71591440,69843716,78635833,101317879,79316447.4,42,6.15,0.32,1.13
256,33,2538098,4009717,2696124,2966716,2431127,2928356.4,131,-0.86,0,0.01
254,33,36243568,58447685,28096967,19728733,37438865,35991163.6,42,0.65,0.39,1.38
255,33,98273131,188452630,388182796,488739865,361374494,305004583.2,15,29.75,1.81,6.32
260,33,79379770,78151765,76745913,57563000,65413941,71450877.8,42,-3.8,0.22,0.76
279,33,25863365,29256677,29901998,27039324,25690759,27550424.6,66,-0.13,0.1,0.35
289,33,35842336,43105777,43627658,40489260,38922382,40397482.6,49,1.66,0.25,0.88
290,33,58191,105827,649617,190027,259985,252729.4,57,34.9,0.03,0.09
262,33,1633086,1622604,1317515,1052554,1930409,1511233.6,78,3.4,0.02,0.07
244,33,11502217,13036862,10451918,15156372,9923019,12014077.6,52,-2.91,0.15,0.52
242,33,14848511,3031083,51561428,63353484,95967685,45752438.2,14,45.24,1.77,6.17
266,33,6087217,5516378,7267775,11869707,8994906,7947196.6,44,8.12,0.14,0.49
245,33,12048703,13225143,15963222,30131961,15745125,17422830.8,47,5.5,0.11,0.39
281,33,31619374,40291688,28582496,32831651,26374293,31939900.4,63,-3.56,0.11,0.39
278,33,8377583,7441814,11425232,17313647,19744902,12860635.6,25,18.7,1.04,3.65
251,33,48350760,61575094,119846829,66218849,53662895,69930885.4,60,2.11,0.12,0.41
287,33,28652898,34975226,35012003,45323822,43167316,37426253,63,8.54,0.05,0.19
258,33,51177552,34402435,26623649,18911666,23277745,30878609.4,53,-14.58,0.22,0.79
268,33,29187875,36495953,34210791,31344149,29891794,32226112.4,78,0.48,0.1,0.35
247,33,6960510,1754737,511730,319075,129984,1935207.2,92,-54.89,0.01,0.05
286,33,83253514,51744835,43359581,57778489,222378799,91703043.6,19,21.71,1.43,4.99
276,33,115174750,129006775,125301094,98425967,94213307,112424378.6,39,-3.94,0.34,1.17
272,33,143997,1457542,865780,633821,517334,723694.8,79,29.15,0.05,0.16
261,33,52447417,92101102,88585837,69202674,82548238,76977053.6,35,9.5,0.52,1.83
240,33,192208,7560,20155,44332,86187,70088.4,77,-14.82,0,0.01
259,33,53834371,72476033,58675745,48513759,56702846,58040550.8,41,1.04,0.24,0.84
284,33,2813052,2299402,3047992,3139042,2205674,2701032.4,42,-4.75,0.11,0.38
248,33,38975266,40271870,38902823,43798620,51052414,42600198.6,83,5.55,0.09,0.33
252,33,33074790,22119259,28641287,21998363,22978358,25762411.4,58,-7.03,0.1,0.35
267,33,12618420,17723832,19691777,18914669,26409923,19071724.2,29,15.92,0.73,2.53
280,33,832332,529340,429224,367629,1385187,708742.4,55,10.72,0.16,0.55
288,33,1428691,3173857,10889555,7495261,4016279,5400728.6,48,22.96,0.07,0.25
253,33,21440965,33243564,43270280,25898956,13047843,27380321.6,61,-9.46,0.12,0.44
270,33,224717234,217185159,219556467,134119521,141471971,187410070.4,43,-8.84,0.2,0.69
263,33,39063991,45462426,151174214,48831330,18743461,60655084.4,55,-13.66,0.2,0.7
239,33,80905248,90224607,87644739,84642987,59520320,80587580.2,31,-5.95,0.39,1.37
243,33,194427384,183376897,186769333,215750866,297569510,215578798,47,8.88,0.19,0.67
281,114,466379,1090981,16120393,10702908,2260243,6128180.8,114,37.11,0.01,0.13
265,114,228266,495452,1275913,898458,2918489,1163315.6,70,66.47,0.05,0.69
276,114,1387364,1770936,4745252,4162901,2451936,2903677.8,128,12.06,0.01,0.12
245,114,37819068,1378525,8221845,2091849,796931,10061643.6,110,-53.79,0.01,0.08
263,114,68675,546505,257442,1105973,674095,530538,120,57.9,0.01,0.1
262,114,611058,1719012,1936936,206240,362837,967216.6,117,-9.9,0,0.05
274,114,2195254,926667,6234666,22023157,7158682,7707685.2,61,26.67,0.16,2.17
275,114,129173,641725,1103286,875194,447259,639327.4,124,28.2,0,0.03
246,114,381594,1086462,1489347,341315,544063,768556.2,93,7.35,0.01,0.16
287,114,901093,80234749,97225469,6077197,580772347,153042171,32,264.63,0.71,9.63
282,114,90577006,116085855,119999761,128574995,198619406,130771404.6,74,17,0.08,1.04
277,114,0,63893,0,12752,8356,17000.2,132,NA,0,0
286,114,1285481,1611774,4669423,4276421,4036225,3175864.8,112,25.71,0.03,0.35
253,114,200068,2616493,1068241,455280,1342826,1136581.6,97,46.34,0.01,0.17
250,114,4322,17297,5647,41400,56425,25018.2,121,67.17,0,0.02
252,114,174680,248856,423799,225768,992052,413031,117,41.53,0,0.06
258,114,5010520,679538,7869132,4912674,3367719,4367916.6,105,-7.64,0.03,0.44
270,114,13537200,7266199,23374101,10898537,7569115,12529030.4,125,-10.98,0.01,0.14
256,114,8246173,10891482,13116449,14181921,16607226,12608650.2,92,15.03,0.03,0.36
268,114,4384601,6871176,6821192,4008528,3495632,5116225.8,126,-4.43,0.01,0.16
272,114,0,220359,0,526355,5094,150361.6,142,NA,0,0.01
284,114,168375,310328,405232,282236,124361,258106.4,90,-5.88,0.01,0.08
248,114,2309860,9725351,5440319,10068577,12362685,7981358.4,114,39.86,0.02,0.31
278,114,0,26190,419881,91934,126458,132892.6,108,NA,0.01,0.09
267,114,259776,105014,49060,282762,171292,173580.8,111,-7.99,0,0.06
247,114,29642,969066,23005,82164,112319,243239.2,97,30.53,0.01,0.16
280,114,6280,109746,749047,402200,4515807,1156616,25,272.7,0.51,6.93
259,114,1873229,1997387,3593693,6536027,6376581,4075383.4,78,27.76,0.03,0.36
241,114,173855,521040,149996,318588,1826413,597978.4,87,60.06,0.01,0.13
289,114,370110,328934,2735533,2084043,6317315,2367187,89,76.38,0.04,0.55
240,114,4358,0,0,393117,5423,80579.6,103,4.47,0,0
269,114,173243,55469,59321,29648,129259,89388,93,-5.69,0,0.05
257,114,15800,44029,162609,65730,63386,70310.8,132,32.03,0.01,0.07
255,114,906461,218326,455276,338120,612155,506067.6,117,-7.55,0,0.04
261,114,630401,4699936,1627616,2337155,1561465,2171314.6,112,19.89,0.01,0.13
112,114,49293226,13272467,14857615,55000812,13478873,29180598.6,107,-22.84,0.04,0.55
254,114,533805,1431904,507742,839703,1286612,919953.2,110,19.24,0.01,0.18
239,114,4674644,2199872,5052634,3200935,1759805,3377578,112,-17.75,0.01,0.16
273,114,10111996,45650267,6466253,16898864,12944186,18414313.2,76,5.06,0.04,0.56
266,114,79478,138117,103310,270076,881379,294472,87,61.8,0.01,0.18
244,114,182655,342031,902935,1069275,551863,609751.8,120,24.75,0.01,0.11
279,114,890372,1390260,3533183,952280,174332,1388085.4,164,-27.83,0,0.01
242,114,102452,167121,836090,1477886,63918,529493.4,140,-9,0,0.02
251,114,788537,1009461,2924078,6185838,9334520,4048486.8,101,63.93,0.02,0.27
260,114,1795765,5237059,36187207,27910404,9505318,16127150.6,75,39.55,0.03,0.42
283,114,1158220,806803,624255,781979,576460,789543.4,112,-13.02,0.01,0.07
271,114,1221067,1872564,4235314,11834964,16366425,7106066.8,78,68.05,0.07,0.9
243,114,6544600,8354079,84040725,14145821,13994506,25415946.2,121,16.42,0.01,0.12
288,114,7500,78064,7487,50469,12930,31290,129,11.51,0,0
246,86,20812008,38956476,18129659,999907,599931,15899596.2,90,-50.8,0.01,0.06
242,86,2681470,2343415,3133477,4260349,32684179,9020578,36,64.89,0.6,2.58
283,86,2591042,819766,638861,456825,1287457,1158790.2,92,-13.05,0.01,0.05
282,86,569676857,779935020,691366726,723929401,844758061,721933213,40,8.2,0.33,1.41
251,86,10644464,15992660,13209356,15769549,20782620,15279729.8,82,14.32,0.05,0.19
259,86,3035145,3858920,2349852,2856461,2992310,3018537.6,96,-0.28,0.01,0.05
268,86,90441928,145742497,312125755,131146033,50954311,146082104.8,60,-10.84,0.17,0.74
279,86,6479037,12555449,6588430,7928853,4933361,7697026,101,-5.31,0.02,0.08
